@T,table,,,
Created,7/20/17 10:01,,,
Author,HortonMachine library,,,
@H,timestamp,value_42,,
ID,,42,,
Type,Date,Double,,
Format,yyyy-MM-dd HH:mm,,,
,1998-05-14 00:00,4.823667284,29.81564615,6.181115817
,1998-05-15 00:00,0.29206955,0.048129534,0.164787921
,1998-05-16 00:00,0.556101534,6.241841545,11.22428399
,1998-05-17 00:00,0.488542005,5.051157575,10.33924929
,1998-05-18 00:00,0.047205889,0.41245229,8.737305909
,1998-05-19 00:00,7.39E-04,0,0
,1998-05-20 00:00,1.06E-05,0,0
,1998-05-21 00:00,0.327878374,3.997634337,12.19243066
,1998-05-22 00:00,0.155104852,1.837960191,11.84979173
,1998-05-23 00:00,0.441945213,5.165619245,11.68837016
,1998-05-24 00:00,2.12649029,16.3219972,7.675556892
,1998-05-25 00:00,0.134506308,0.511342348,3.801623557
,1998-05-26 00:00,1.018567152,10.38642058,10.19708967
,1998-05-27 00:00,1.122330996,11.95444216,10.65144079
,1998-05-28 00:00,12.7483202,64.05311514,5.024435703
,1998-05-29 00:00,9.41277082,29.22340647,3.104655051
,1998-05-30 00:00,1.560316738,0,0
,1998-05-31 00:00,0.098293347,0.549698681,5.592430197
,1998-06-01 00:00,0.002533143,0,0
,1998-06-02 00:00,6.51E-05,0,0
,1998-06-03 00:00,0.002562889,0,0
,1998-06-04 00:00,2.93E-05,0,0
,1998-06-05 00:00,3.06E-07,0,0
,1998-06-06 00:00,0.038928735,0.516192678,13.25993972
,1998-06-07 00:00,1.13914873,13.70469077,12.03064219
,1998-06-08 00:00,0.625753675,7.653863447,12.23143188
,1998-06-09 00:00,0.007215946,0,0
,1998-06-10 00:00,1.82007875,17.08561989,9.387297051
,1998-06-11 00:00,1.956647114,14.63064859,7.477407901
,1998-06-12 00:00,4.94530175,27.30887846,5.52218648
,1998-06-13 00:00,0.651051429,2.978274077,4.574560385
,1998-06-14 00:00,0.026221542,0,0
,1998-06-15 00:00,2.203037843,17.33269871,7.867635484
,1998-06-16 00:00,0.415536463,3.113544531,7.492831086
,1998-06-17 00:00,0.020503276,0.04890842,2.385395408
,1998-06-18 00:00,7.40E-04,0,0
,1998-06-19 00:00,2.47E-05,0,0
,1998-06-20 00:00,7.82E-07,0,0
,1998-06-21 00:00,0.006225493,0.064076433,10.29258799
,1998-06-22 00:00,1.93E-04,0,0
,1998-06-23 00:00,0.248068118,2.558333683,10.31302894
,1998-06-24 00:00,0.953747965,9.973154667,10.45680309
,1998-06-25 00:00,0.025495409,0,0
,1998-06-26 00:00,0.047165442,0.493137183,10.45547668
,1998-06-27 00:00,0.001194593,0,0
,1998-06-28 00:00,0.010558089,0.113396586,10.74025666
,1998-06-29 00:00,2.67E-04,0,0
,1998-06-30 00:00,1.11103778,11.58792571,10.42982149
,1998-07-01 00:00,0.037114814,0.063705823,1.716452704
,1998-07-02 00:00,0.597715492,6.445633714,10.78378224
,1998-07-03 00:00,0.542118809,5.479898605,10.10829825
,1998-07-04 00:00,0.019693381,0.048724066,2.474134167
,1998-07-05 00:00,5.52E-04,0,0
,1998-07-06 00:00,1.59E-05,0,0
,1998-07-07 00:00,1.160021719,11.97083169,10.31948928
,1998-07-08 00:00,0.04095791,0.048590884,1.186361402
,1998-07-09 00:00,0.001262856,0,0
,1998-07-10 00:00,3.81E-05,0,0
,1998-07-11 00:00,1.15E-06,0,0
,1998-07-12 00:00,3.39E-08,0,0
,1998-07-13 00:00,0.085612625,0.941618335,10.99859207
,1998-07-14 00:00,2.270175778,18.36117959,8.087999072
,1998-07-15 00:00,0.127002187,0.663241523,5.222284261
,1998-07-16 00:00,0.055758797,0.59360379,10.64592168
,1998-07-17 00:00,5.66E-04,0,0
,1998-07-18 00:00,1.25E-05,0,0
,1998-07-19 00:00,2.53E-07,0,0
,1998-07-20 00:00,4.92E-09,0,0
,1998-07-21 00:00,0.005568633,0.064135355,11.51725326
,1998-07-22 00:00,0.008763033,0.098949083,11.29164826
,1998-07-23 00:00,0.004486755,0.049453851,11.02218744
,1998-07-24 00:00,0.00145571,0,0
,1998-07-25 00:00,0.740602046,8.821252629,11.91092122
,1998-07-26 00:00,0.021722314,0.097956481,4.509486486
,1998-07-27 00:00,0.702193181,8.208920668,11.69040214
,1998-07-28 00:00,0.052347589,0.439196838,8.3900108
,1998-07-29 00:00,0.022707756,0.244490761,10.76683943
,1998-07-30 00:00,4.64E-04,0,0
,1998-07-31 00:00,0.005647999,0.064194439,11.36587319
,1998-08-01 00:00,1.12E-04,0,0
,1998-08-02 00:00,0.014176885,0.162956965,11.49455393
,1998-08-03 00:00,0.433417114,4.768625862,11.00239402
,1998-08-04 00:00,0.008276221,0,0
,1998-08-05 00:00,1.77E-04,0,0
,1998-08-06 00:00,4.15E-06,0,0
,1998-08-07 00:00,9.80E-08,0,0
,1998-08-08 00:00,2.18E-09,0,0
,1998-08-09 00:00,4.86E-11,0,0
,1998-08-10 00:00,1.10E-12,0,0
,1998-08-11 00:00,2.02E-14,0,0
,1998-08-12 00:00,7.763655465,42.92074452,5.528419533
,1998-08-13 00:00,1.139964986,0.049210852,0.04316874
,1998-08-14 00:00,0.029424925,0,0
,1998-08-15 00:00,7.83E-04,0,0
,1998-08-16 00:00,0.00469078,0.049517091,10.55625961
,1998-08-17 00:00,0.943491131,9.924056982,10.51844226
,1998-08-18 00:00,0.038858664,0.098286634,2.529336423
,1998-08-19 00:00,0.006175797,0.049317498,7.98560818
,1998-08-20 00:00,10.05383004,51.72101982,5.144409607
,1998-08-21 00:00,2.205819912,0.048780539,0.02211447
,1998-08-22 00:00,0.099350831,0,0
,1998-08-23 00:00,0.021641216,0.177539885,8.203785236
,1998-08-24 00:00,0.010182756,0.06396339,6.281540299
,1998-08-25 00:00,3.15E-04,0,0
,1998-08-26 00:00,1.01E-05,0,0
,1998-08-27 00:00,0.011207293,0.11267259,10.05350598
,1998-08-28 00:00,0.03273056,0.305404393,9.330863673
,1998-08-29 00:00,0.001374865,0,0
,1998-08-30 00:00,6.09E-05,0,0
,1998-08-31 00:00,2.59E-06,0,0
,1998-09-01 00:00,1.07E-07,0,0
,1998-09-02 00:00,4.57E-09,0,0
,1998-09-03 00:00,0.010139922,0.064226517,6.334024792
,1998-09-04 00:00,1.614899007,12.23417982,7.575817291
,1998-09-05 00:00,18.8489985,87.50208471,4.642267052
,1998-09-06 00:00,5.808796598,0,0
,1998-09-07 00:00,1.038717699,0,0
,1998-09-08 00:00,0.368385215,3.120098495,8.469662646
,1998-09-09 00:00,0.018207359,0.04922878,2.703784775
,1998-09-10 00:00,0.007201415,0.063551609,8.824877828
,1998-09-11 00:00,6.363581709,33.27032946,5.228239532
,1998-09-12 00:00,12.6434532,50.78637913,4.016812363
,1998-09-13 00:00,6.095352824,10.49928207,1.722506043
,1998-09-14 00:00,1.41807356,0.047105908,0.03321824
,1998-09-15 00:00,0.09233703,0,0
,1998-09-16 00:00,0.010501277,0.048660879,4.633805819
,1998-09-17 00:00,5.48E-04,0,0
,1998-09-18 00:00,3.01E-05,0,0
,1998-09-19 00:00,1.77E-06,0,0
,1998-09-20 00:00,1.10E-07,0,0
,1998-09-21 00:00,6.82E-09,0,0
,1998-09-22 00:00,4.70E-10,0,0
,1998-09-23 00:00,0,0,0
,1998-09-24 00:00,0,0,0
,1998-09-25 00:00,0.033984577,0.271572115,7.991040001
,1998-09-26 00:00,5.445623596,27.61649333,5.071318801
,1998-09-27 00:00,7.04026828,25.8120018,3.666337812
,1998-09-28 00:00,5.37318517,15.53447303,2.891110679
,1998-09-29 00:00,1.374404782,0.157070073,0.114282251
,1998-09-30 00:00,7.527198301,34.48948505,4.581981724
,1998-10-01 00:00,5.927552153,16.97125738,2.86311397
,1998-10-02 00:00,2.815570543,5.480946653,1.946655774
,1998-10-03 00:00,0.578226336,0.290767053,0.502860272
,1998-10-04 00:00,4.610543997,22.1686464,4.808249616
,1998-10-05 00:00,13.35007139,54.92138917,4.113939735
,1998-10-06 00:00,15.99590835,52.35464539,3.273002335
,1998-10-07 00:00,23.03969942,79.69439503,3.459003244
,1998-10-08 00:00,17.66231527,43.58731024,2.467814076
,1998-10-09 00:00,6.146485715,0.486924042,0.079219909
,1998-10-10 00:00,1.832511109,0.063541988,0.034674817
,1998-10-11 00:00,0.311046995,0,0
,1998-10-12 00:00,0.042526588,0,0
,1998-10-13 00:00,0.00588741,0,0
,1998-10-14 00:00,8.54E-04,0,0
,1998-10-15 00:00,1.26E-04,0,0
,1998-10-16 00:00,1.94E-05,0,0
,1998-10-17 00:00,3.11E-06,0,0
,1998-10-18 00:00,0.0103537,0.063536098,6.136559834
,1998-10-19 00:00,5.356213825,25.53581832,4.767512864
,1998-10-20 00:00,1.676282278,0,0
,1998-10-21 00:00,0.376928501,0,0
,1998-10-22 00:00,0.072624769,0,0
,1998-10-23 00:00,0.013908351,0,0
,1998-10-24 00:00,0.03487152,0,0
,1998-10-25 00:00,0.088860705,0.528187003,5.943988435
,1998-10-26 00:00,0.014302651,0,0
,1998-10-27 00:00,0.002381333,0,0
,1998-10-28 00:00,4.21E-04,0,0
,1998-10-29 00:00,0.178682155,1.065715169,5.964306654
,1998-10-30 00:00,0.033284761,0,0
,1998-10-31 00:00,0.006474336,0,0
,1998-11-01 00:00,0.001309954,0,0
,1998-11-02 00:00,2.64E-04,0,0
,1998-11-03 00:00,2.248690529,10.68509891,4.751698274
,1998-11-04 00:00,3.731248902,13.7477335,3.684485775
,1998-11-05 00:00,1.62653961,1.749289933,1.075467159
,1998-11-06 00:00,0.475839847,0,0
,1998-11-07 00:00,0.102922132,0,0
,1998-11-08 00:00,0.022521313,0,0
,1998-11-09 00:00,0.005067875,0,0
,1998-11-10 00:00,0.090214441,0.485335739,5.379801014
,1998-11-11 00:00,0.021317,0,0
,1998-11-12 00:00,0.005588457,0,0
,1998-11-13 00:00,0.00592782,0,0
,1998-11-14 00:00,0.001598335,0,0
,1998-11-15 00:00,4.35E-04,0,0
,1998-11-16 00:00,1.21E-04,0,0
,1998-11-17 00:00,3.42E-05,0,0
,1998-11-18 00:00,9.93E-06,0,0
,1998-11-19 00:00,2.93E-06,0,0
,1998-11-20 00:00,8.77E-07,0,0
,1998-11-21 00:00,2.67E-07,0,0
,1998-11-22 00:00,8.21E-08,0,0
,1998-11-23 00:00,0.048184755,0,0
,1998-11-24 00:00,0.010987228,0,0
,1998-11-25 00:00,0.002584883,0,0
,1998-11-26 00:00,7.45E-04,0,0
,1998-11-27 00:00,2.18E-04,0,0
,1998-11-28 00:00,6.54E-05,0,0
,1998-11-29 00:00,1.98E-05,0,0
,1998-11-30 00:00,6.10E-06,0,0
,1998-12-01 00:00,1.91E-06,0,0
,1998-12-02 00:00,5.99E-07,0,0
,1998-12-03 00:00,1.93E-07,0,0
,1998-12-04 00:00,6.37E-08,0,0
,1998-12-05 00:00,2.28E-08,0,0
,1998-12-06 00:00,8.10E-09,0,0
,1998-12-07 00:00,2.89E-09,0,0
,1998-12-08 00:00,1.03E-09,0,0
,1998-12-09 00:00,3.68E-10,0,0
,1998-12-10 00:00,1.32E-10,0,0
,1998-12-11 00:00,4.76E-11,0,0
,1998-12-12 00:00,1.73E-11,0,0
,1998-12-13 00:00,6.38E-12,0,0
,1998-12-14 00:00,2.35E-12,0,0
,1998-12-15 00:00,0.255368988,1.154250832,4.519933448
,1998-12-16 00:00,1.029521515,4.228743582,4.107484417
,1998-12-17 00:00,1.142119888,3.450427193,3.021072683
,1998-12-18 00:00,0.986206128,2.558479862,2.594264819
,1998-12-19 00:00,0.362804959,0,0
,1998-12-20 00:00,0.133468486,0,0
,1998-12-21 00:00,0.049100312,0,0
,1998-12-22 00:00,0.018062995,0,0
,1998-12-23 00:00,0.006645005,0,0
,1998-12-24 00:00,0.002444561,0,0
,1998-12-25 00:00,8.99E-04,0,0
,1998-12-26 00:00,3.31E-04,0,0
,1998-12-27 00:00,1.21E-04,0,0
,1998-12-28 00:00,4.43E-05,0,0
,1998-12-29 00:00,1.63E-05,0,0
,1998-12-30 00:00,6.00E-06,0,0
,1998-12-31 00:00,2.20E-06,0,0
