"X..." 00:00,"date" 00:00,"k"
,1997-09-18 00:00,15.1850181919583
,1997-09-19 00:00,16.3090642175
,1997-09-20 00:00,16.3610033620833
,1997-09-21 00:00,15.1328380754167
,1997-09-22 00:00,13.84823166225
,1997-09-23 00:00,13.9890393680417
,1997-09-24 00:00,14.82901842575
,1997-09-25 00:00,13.000202044375
,1997-09-26 00:00,12.0819683960417
,1997-09-27 00:00,13.1708239735833
,1997-09-28 00:00,14.2882654447917
,1997-09-29 00:00,15.69516884875
,1997-09-30 00:00,15.3468065991667
,1997-10-01 00:00,14.4323130675
,1997-10-02 00:00,14.6759633758333
,1997-10-03 00:00,15.9314290045833
,1997-10-04 00:00,13.657191018375
,1997-10-05 00:00,13.8680717589167
,1997-10-06 00:00,15.2694093941667
,1997-10-07 00:00,16.3481774516667
,1997-10-08 00:00,16.9379498358333
,1997-10-09 00:00,16.6278816683333
,1997-10-10 00:00,15.31038312125
,1997-10-11 00:00,16.4025133470833
,1997-10-12 00:00,14.3052530204167
,1997-10-13 00:00,11.7136793779583
,1997-10-14 00:00,8.66140328054167
,1997-10-15 00:00,6.53717480595833
,1997-10-16 00:00,7.20924915416667
,1997-10-17 00:00,8.00932443466667
,1997-10-18 00:00,8.94136205079167
,1997-10-19 00:00,9.16587555766667
,1997-10-20 00:00,10.0502507883333
,1997-10-21 00:00,10.661171053375
,1997-10-22 00:00,8.634807560375
,1997-10-23 00:00,8.88646667116667
,1997-10-24 00:00,9.76046019916667
,1997-10-25 00:00,5.47927218541667
,1997-10-26 00:00,4.98570889925
,1997-10-27 00:00,5.08018493279167
,1997-10-28 00:00,1.362432732625
,1997-10-29 00:00,-0.764266530291667
,1997-10-30 00:00,1.11808076133333
,1997-10-31 00:00,4.67025813970833
,1997-11-01 00:00,5.61694604225
,1997-11-02 00:00,7.14917524841667
,1997-11-03 00:00,7.33026606829167
,1997-11-04 00:00,6.882587197125
,1997-11-05 00:00,6.73987443820833
,1997-11-06 00:00,10.0843982660417
,1997-11-07 00:00,12.2002637394167
,1997-11-08 00:00,10.2547517659583
,1997-11-09 00:00,6.63784972395833
,1997-11-10 00:00,6.88669740891667
,1997-11-11 00:00,7.46018006095833
,1997-11-12 00:00,8.633877379625
,1997-11-13 00:00,6.82756561658333
,1997-11-14 00:00,4.62269917354167
,1997-11-15 00:00,3.61058007075
,1997-11-16 00:00,4.39068401591667
,1997-11-17 00:00,2.970068411625
,1997-11-18 00:00,2.45878265841667
,1997-11-19 00:00,1.104664254
,1997-11-20 00:00,-0.0971050187916667
,1997-11-21 00:00,1.65731047016667
,1997-11-22 00:00,2.75158094625
,1997-11-23 00:00,5.20501502320833
,1997-11-24 00:00,5.397846978125
,1997-11-25 00:00,6.705497519875
,1997-11-26 00:00,7.148924387625
,1997-11-27 00:00,7.09011443695833
,1997-11-28 00:00,6.99473408433333
,1997-11-29 00:00,7.00933986633333
,1997-11-30 00:00,6.92841841554167
,1997-12-01 00:00,7.210496019875
,1997-12-02 00:00,4.63596378329167
,1997-12-03 00:00,2.0567274395
,1997-12-04 00:00,3.45303099016667
,1997-12-05 00:00,1.72812507658333
,1997-12-06 00:00,0.031018305
,1997-12-07 00:00,-0.585512650458333
,1997-12-08 00:00,1.74984409366667
,1997-12-09 00:00,2.703954445625
,1997-12-10 00:00,3.51785681316667
,1997-12-11 00:00,2.37714282033333
,1997-12-12 00:00,3.285791502
,1997-12-13 00:00,5.78890821754167
,1997-12-14 00:00,2.87375160479167
,1997-12-15 00:00,1.53923180791667
,1997-12-16 00:00,-0.46920414675
,1997-12-17 00:00,-1.30830804545833
,1997-12-18 00:00,2.35250890316667
,1997-12-19 00:00,4.72621847654167
,1997-12-20 00:00,6.98644126216667
,1997-12-21 00:00,6.20456283333333
,1997-12-22 00:00,5.724790244625
,1997-12-23 00:00,4.18833772920833
,1997-12-24 00:00,3.50669161091667
,1997-12-25 00:00,1.76022864129167
,1997-12-26 00:00,2.90558746158333
,1997-12-27 00:00,3.09069659608333
,1997-12-28 00:00,1.17873725741667
,1997-12-29 00:00,-0.3211687355
,1997-12-30 00:00,-0.996927518125
,1997-12-31 00:00,2.32491263479167
